job_title,company_name,location,start_date,ctc,experience,posted,is_salary_disclosed,min_ctc,max_ctc,min_exp,max_exp,is_noisy_duplicate,is_repost_candidate,posted_days,is_remote,avg_ctc,job_title_top
HR Manager,MAG Finserv,Pune,Starts Immediately,"₹ 5,00,000 - 6,00,000",4-5,Today,True,500000,600000,4,5,False,False,0,False,550000,other
Junior Field Sales Executive,Prime Wealth And Health IMF LLP,"Ahmedabad, Delhi, Pune, Mumbai, Bangalore",Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,2 weeks ago,True,200000,250000,0,2,False,False,14,False,225000,other
Data Entry Operator,Suprem Service,Work from home,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-1,1 day ago,True,400000,700000,0,1,False,False,1,True,550000,other
Junior Content Writer,91Squarefeet,Gurgaon,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2,2 weeks ago,True,200000,400000,0,2,False,False,14,False,300000,other
Data Entry Executive,A1 Advance,"Pune, Alandi, Akurdi, Pimpri-Chinchwad, Wakadi, Lohgaon, Shivaji Nagar, Talegaon Dhamdhere, Wagholi, Talegaon Dabhade, Dehu Road",Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5,1 week ago,True,300000,500000,0,5,False,False,7,False,400000,Data Entry Executive
Computer Vision Engineer,I2v Systems Private Limited,Gurgaon,Starts Immediately,"₹ 5,00,000 - 10,00,000",0-5,3 weeks ago,True,500000,800000,0,5,False,False,21,False,675000,other
Junior Business Development Executive,Goldfinch Technologies,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Search Engine Optimization (SEO) Executive,Corewave Tech Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,3 weeks ago,True,200000,210000,0,2,False,False,21,False,205000,other
Associate Accountant,Kuntalbij Engineers Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 weeks ago,True,200000,250000,0,2,False,False,21,False,225000,other
Business Development Representative,Uplers Solution Private Limited,Work from home,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2,1 week ago,True,300000,350000,0,2,False,True,7,True,325000,other
Graphic Designer,The Lotus Biotech,Delhi,Starts Immediately,"₹ 2,00,000 - 4,80,000",0-2,5 days ago,True,200000,480000,0,2,False,False,5,False,340000,Graphic Designer
HVAC Junior Technician,Touch N Chill Private Limited,Chennai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 weeks ago,True,200000,250000,0,2,False,False,21,False,225000,other
Client Support Executive,Astrotalk,Work from home,Starts Immediately,"₹ 5,00,000 - 6,00,000",0-5,2 weeks ago,True,500000,600000,0,5,False,True,14,True,550000,other
AI Developer,VIZON,Dehradun,Starts Immediately,"₹ 5,60,000 - 11,20,000",0-5,3 days ago,True,500000,800000,0,5,False,False,3,False,675000,other
IT Recruiter,CrossRoad Solution,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 days ago,True,200000,300000,0,2,False,False,2,True,250000,other
Customer Service Associate,MyFitSoul Technologies Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,1 week ago,True,200000,240000,0,2,False,False,7,True,220000,other
Business Development Manager,Piegon Media Pvt Ltd,Chandigarh,Starts Immediately,"₹ 2,40,000 - 3,00,000",1-3,3 weeks ago,True,240000,300000,1,3,False,False,21,False,270000,Business Development Manager
SAP Operating Executive,A1 Advance,Work from home,Starts Immediately,"₹ 6,00,000 - 8,00,000",0-5,1 week ago,True,500000,800000,0,5,False,False,7,True,675000,other
Android App Developer,Webiniser LTD,Work from home,Starts Immediately,"₹ 2,00,000 - 2,60,000",0-2,7 days ago,True,200000,260000,0,2,False,False,7,True,230000,other
Business Development Associate,ResoPro Training Services,Jaipur,Starts Immediately,"₹ 2,80,000 - 4,20,000",0-1,3 weeks ago,True,280000,420000,0,1,False,False,21,False,350000,Business Development Associate
Junior Operations Associate,Universal Adventures,Noida,Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2,4 days ago,True,216000,300000,0,2,False,False,4,False,258000,other
Front Desk Executive,Dhwani Sangeet Mahavidyalaya,"Delhi, Gurgaon",Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2,3 weeks ago,True,216000,300000,0,2,False,False,21,False,258000,other
Business Development Manager,Hikfilings Advisory LLP,Ahmedabad,Starts Immediately,"₹ 4,00,000 - 5,00,000",4-6,2 weeks ago,True,400000,500000,4,6,False,False,14,False,450000,Business Development Manager
Jr. Digital Marketing Executive,Immersive Radical Digimedia,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 weeks ago,True,200000,250000,0,2,False,False,21,False,225000,other
Graphic Designer,Pereyan LLP,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2,Today,True,300000,350000,0,2,False,False,0,False,325000,Graphic Designer
Digital Content Creator/Community Builder,Bulkpe,"Chennai, Madurai, Tamil Nadu",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Business Development Associate,BYJU'S The Learning App,Noida,Starts Immediately,"₹ 6,00,000 - 7,00,000",0-5,2 weeks ago,True,500000,700000,0,5,False,False,14,False,650000,Business Development Associate
Business Development Associate,Planet Spark,Gurgaon,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5,3 weeks ago,True,500000,700000,0,5,False,True,21,False,600000,Business Development Associate
Sales Development Representative,Cloudaeon Software Technology Private Limited,Pune,Starts Immediately,"₹ 3,50,000 - 4,50,000",0-2,1 week ago,True,350000,450000,0,2,False,False,7,False,400000,other
Business Development Manager,Mtalkz,Noida,Starts Immediately,"₹ 4,00,000 - 6,00,000",1-3,5 days ago,True,400000,600000,1,3,False,False,5,False,500000,Business Development Manager
Field Coordinator,SRIJAN (Self Reliant Initiatives Through Joint Action),"Niwari, Mahoba, Tikamgarh",Starts Immediately,"₹ 2,16,000 - 3,60,000",0-2,3 weeks ago,True,216000,360000,0,2,False,False,21,False,288000,other
Shift Operator,CN Water Systems Private Limited,"Hyderabad, Visakhapatnam, Bangalore, Mumbai, Chennai, Indore, Pune",Starts Immediately,"₹ 2,40,000 - 2,66,065",0-2,1 week ago,True,240000,266065,0,2,False,False,7,False,253032,other
Graphic Designer,HFG Entertainments Pvt Ltd,Chennai,Starts Immediately,"₹ 2,16,000 - 3,60,000",0-1,1 week ago,True,216000,360000,0,1,False,True,7,False,288000,Graphic Designer
Relationship Manager (Field Sales),Acme Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,1 week ago,True,200000,250000,0,2,False,False,7,False,225000,other
Consultant - Education Sales,IQX Global Solutions Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 weeks ago,True,200000,300000,0,2,False,False,14,False,250000,other
DevOps Engineer,Makerble,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2,1 week ago,True,200000,400000,0,2,False,False,7,True,300000,other
Associate Graphic Designer,Stylinc Ventures Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,6 days ago,True,200000,250000,0,2,False,False,6,False,225000,other
Human Resources (HR) Executive,Preeti Singh,Mumbai,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5,1 week ago,True,300000,500000,0,5,False,False,7,False,400000,Human Resources (HR) Executive
IELTS/PTE/Spoken English Trainer,DePioneer Education Overseas,Delhi,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2,1 week ago,True,300000,350000,0,2,False,False,7,False,325000,other
Sales Expert- Calling,AssetZilla,Work from home,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,2 weeks ago,True,200000,210000,0,2,False,False,14,True,205000,other
Civil Engineer,Sri Sai Overseas Recruitment,Vadodara,Starts Immediately,"₹ 2,00,000 - 4,00,000",4-6,3 weeks ago,True,200000,400000,4,6,False,False,21,False,300000,other
Data Entry Executive,WEBAPPS SOFTWARE SOLUTIONS,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5,1 week ago,True,300000,500000,0,5,False,True,7,True,400000,Data Entry Executive
Junior Operations Associate,UniKwan Innovations Private Limited,Indore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 weeks ago,True,200000,250000,0,2,False,False,21,False,225000,other
Administration Manager,Ranjith AR,Chennai,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,3 weeks ago,True,240000,300000,0,2,False,False,21,False,270000,other
Business Development Executive,Padhai Help Private Limited,Jodhpur,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 weeks ago,True,200000,300000,0,2,False,False,14,False,250000,Business Development Executive
Marketing Manager,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5,2 weeks ago,True,400000,600000,0,5,False,False,14,False,500000,other
Social Media Evangelist,Dealintent,Noida,Starts Immediately,"₹ 6,00,000 - 12,00,000",0-5,2 weeks ago,True,500000,800000,0,5,False,False,14,False,675000,other
Django Developer,Ayurveda House Private Limited,Delhi,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2,5 days ago,True,300000,400000,0,2,False,False,5,False,350000,other
Associate Software Developer,Warmy Solutions (An Ookam Technology Services Company),Chennai,Starts Immediately,"₹ 3,20,000 - 3,25,000",0-2,5 days ago,True,320000,325000,0,2,False,False,5,False,322500,other
Digital Marketing And Technical Content Creation,Nirvato Software Pvt Ltd,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,True,250000,other
Corporate Sales Executive,Grandor Ceramico,Mumbai,Starts Immediately,"₹ 2,75,000 - 3,36,000",0-2,3 weeks ago,True,275000,336000,0,2,False,False,21,False,305500,Corporate Sales Executive
Business Development Executive,UpGrad,Zirakpur,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5,3 days ago,True,200000,500000,0,5,False,False,3,False,350000,Business Development Executive
Junior Social Media Marketing Associate,Ashore Lifestyle,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,3 weeks ago,True,200000,240000,0,2,False,False,21,False,220000,other
Digital Marketing Executive,Mobavenue Media Private Limited,Mumbai,Starts Immediately,"₹ 2,50,000 - 3,50,000",0-2,4 days ago,True,250000,350000,0,2,False,True,4,False,300000,Digital Marketing Executive
Content Development Executive,STEMplify,Noida,Starts Immediately,"₹ 2,70,000 - 4,00,000",0-1,3 weeks ago,True,270000,400000,0,1,False,False,21,False,335000,other
Telecaller,Skinzest,Gurgaon,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2,3 weeks ago,True,300000,360000,0,2,False,False,21,False,330000,Telecaller
Junior Sales Executive,Wingstair Elevators,Pune,Starts Immediately,"₹ 2,75,000 - 3,00,000",0-2,2 weeks ago,True,275000,300000,0,2,False,False,14,False,287500,other
Senior Brand Manager,Looks Label,Work from home,Starts Immediately,"₹ 5,00,000 - 6,50,000",0-5,1 week ago,True,500000,650000,0,5,False,False,7,True,575000,other
Senior PHP Developer,Om Sai Global HR Service,Gurgaon,Starts Immediately,"₹ 8,00,000 - 12,00,000",4-6,1 week ago,True,500000,800000,4,6,False,True,7,False,675000,other
Embedded Systems Firmware Engineer,Zaptics Research,Noida,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5,2 weeks ago,True,400000,700000,0,5,False,False,14,False,550000,other
Corporate Sales Associate,Hykr Solutions Private Limited,Hyderabad,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5,2 weeks ago,True,400000,500000,0,5,False,False,14,False,450000,other
Social Media Marketing Executive,Bricsa Consulting Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000",0-2,3 days ago,True,200000,200000,0,2,False,False,3,False,200000,other
Chemistry Faculty,ROBUST RESULTS PRIVATE LIMITED,Noida,Starts Immediately,"₹ 2,00,000 - 6,00,000",0-5,3 weeks ago,True,200000,600000,0,5,False,False,21,False,400000,other
PHP Developer,Treeline Business Solutions Pvt. Ltd.,Chennai,Starts Immediately,Competitive salary,1-3,3 weeks ago,False,,,1,3,False,False,21,False,,PHP Developer
Managed Service Associate,Mindtickle,Pune,Starts Immediately,Competitive salary,2-5,1 week ago,False,,,2,5,False,False,7,False,,other
Business Development Executive,Wide Frame Cinema,Noida,Starts Immediately,"₹ 5,40,000 - 7,80,000",1-3,3 weeks ago,True,500000,780000,1,3,False,False,21,False,660000,Business Development Executive
ERP Support Executive,TechMutant Software Solutions LLP,Ludhiana,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,1 week ago,True,200000,210000,0,2,False,False,7,False,205000,other
IT Security Engineer Intern,Rchilli Incorporation,Work from home,Starts Immediately,"₹ 2,04,000 - 3,00,000",0-2,1 week ago,True,204000,300000,0,2,False,False,7,True,252000,other
Graphic Design (Final Year Student),Trivy Technologies Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-1,2 days ago,True,200000,500000,0,1,False,False,2,False,350000,other
Interior Designer,NoBroker Technologies Solutions Private Limited,"Mumbai, Hyderabad, Noida, Gurgaon",Starts Immediately,"₹ 3,09,600 - 3,81,600",0-2,1 week ago,True,309600,381600,0,2,False,False,7,False,345600,other
Human Resources (HR) Executive - RECRUITMENT,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,other
SAT Tutor - English(Evening Shift),CloudBird Digital Private Limited,Work from home,Starts Immediately,"₹ 2,00,000",1-3,4 days ago,True,200000,200000,1,3,False,False,4,True,200000,other
Business Development Executive,DevTown,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-1,5 days ago,True,300000,360000,0,1,False,True,5,False,330000,Business Development Executive
Game Tester,Bluboy Entertainments,Hyderabad,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5,Few hours ago,True,400000,500000,0,5,False,False,0,False,450000,other
Software Developer,CapTalent HR,Bangalore,Starts Immediately,"₹ 17,00,000 - 25,00,000",7-10,3 weeks ago,True,500000,800000,7,10,False,False,21,False,675000,other
Social Media Manager,Wildship Enterprises Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Stock Market Trader,Armeridian,Delhi,Starts Immediately,"₹ 5,50,000 - 6,50,000",0-5,2 weeks ago,True,500000,650000,0,5,False,False,14,False,600000,other
PHP Developer,Zimeshare Technologies (OPC) Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2,3 weeks ago,True,200000,220000,0,2,False,False,21,False,210000,PHP Developer
Digital Marketing Specialist,Devout Tech Consultants Pvt Ltd,Mohali,Starts Immediately,Competitive salary,1-3,3 weeks ago,False,,,1,3,False,False,21,False,,Digital Marketing Specialist
Business Development Executive,Bliss Worldwide Destination Management Private Limited,Kochi,Starts Immediately,"₹ 2,16,000 - 3,36,000",0-2,3 weeks ago,True,216000,336000,0,2,False,False,21,False,276000,Business Development Executive
Junior AWS Cloud Engineer,Stirring Minds,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Graphic Designer Trainee,Recruit CRM,Work from home,Starts Immediately,"₹ 5,00,000",0-5,6 days ago,True,500000,500000,0,5,False,False,6,True,500000,other
Customer Care Executive,Learn Edge,"Delhi, Gurgaon, Noida",Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5,3 weeks ago,True,200000,500000,0,5,False,False,21,False,350000,other
Product Developer (Science And Critical Thinking),Open Door Education,Bangalore,Starts Immediately,"₹ 8,00,000 - 12,00,000",0-5,2 weeks ago,True,500000,800000,0,5,False,False,14,False,675000,other
Principal Engineer (iOS),Photon,Work from home,Starts Immediately,Competitive salary,3-5,1 week ago,False,,,3,5,False,False,7,True,,other
Digital Marketing Associate,Sunita Gupta Jewellery,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,49,998",0-2,1 week ago,True,200000,249998,0,2,False,False,7,False,224999,other
Client Relationship Manager,Marwood Infotech,Work from home,Starts Immediately,"₹ 4,00,000 - 5,50,000",0-5,3 days ago,True,400000,550000,0,5,False,False,3,True,475000,other
Equity & Derivatives Trading Executive,SDSR Consultancy Services Private Limited,Kolkata,Starts Immediately,"₹ 2,00,000 - 8,00,000",0-5,1 week ago,True,200000,800000,0,5,False,False,7,False,500000,other
US IT Recruiter,TekArch,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 days ago,True,200000,300000,0,2,False,False,3,False,250000,other
Corporate Communications Specialist (Law Graduates),Manupatra Information Solutions Private Limited,Noida,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2,3 weeks ago,True,300000,360000,0,2,False,False,21,False,330000,other
Business Development Associate,Confluencr,Bangalore,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5,1 week ago,True,300000,600000,0,5,False,False,7,False,450000,Business Development Associate
Business Development Executive,Devout Tech Consultants Pvt Ltd,Mohali,Starts Immediately,Competitive salary,4-6,3 weeks ago,False,,,4,6,False,False,21,False,,Business Development Executive
Human Resources (HR) Executive,TheCoinRepublic,Indore,Starts Immediately,"₹ 2,00,000 - 2,80,000",1 year,1 week ago,True,200000,280000,1,1,False,False,7,False,240000,Human Resources (HR) Executive
Real Estate Sales Excutive,AMANCO Realtors Pvt Ltd,Pune,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,3 weeks ago,True,200000,210000,0,2,False,False,21,False,205000,other
Personal Assistant,WhizJuniors,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,1 week ago,True,200000,240000,0,2,False,False,7,False,220000,other
Backend Operations Executive,T Trikon,"Mumbai, Thane",Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,3 weeks ago,True,200000,210000,0,2,False,False,21,False,205000,other
Content Writer,Affrise Media Pvt. Ltd.,Gurgaon,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,5 days ago,True,240000,300000,0,2,False,False,5,False,270000,Content Writer
Photo Editor,Impresio Studio,Noida,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,3 weeks ago,True,200000,240000,0,2,False,False,21,False,220000,other
Operations Executive,Ayurveda House Private Limited,Delhi,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,5 days ago,True,240000,300000,0,2,False,False,5,False,270000,other
Junior Content Writer,Zedex Info Private Limited,Work from home,Starts Immediately,"₹ 2,00,000",0-1,3 days ago,True,200000,200000,0,1,False,False,3,True,200000,other
Customer Service Executive,QI Spine,Mumbai,Starts Immediately,"₹ 3,00,000 - 4,00,000",1-3,2 days ago,True,300000,400000,1,3,False,False,2,False,350000,other
Web Developer,Erginous,Rajpura,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Office Assistant,A1 Advance,"Hassan, Tumakuru, Uttara Kannada, Hosapete, Udupi, Bangalore, Shivamogga, Belgaum, Mysuru, Ballari, Kalaburagi, Mangaluru, Vijayapura, Hubli, Davanagere",Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5,2 weeks ago,True,500000,700000,0,5,False,False,14,False,600000,other
Video Editor/Creator,InTake Media,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2,2 weeks ago,True,200000,200001,0,2,False,False,14,False,200000,other
Field Sales Executive,Bougainvillea Lifestyle LLP,"Pune, Mumbai, Arpora",Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,2 weeks ago,True,200000,210000,0,2,False,False,14,False,205000,Field Sales Executive
Digital Marketing Manager,Everbest Job Placement,Rajkot,Starts Immediately,"₹ 3,00,000 - 4,20,000",4-6,3 weeks ago,True,300000,420000,4,6,False,False,21,False,360000,other
Java Developer,Career Fair Services & Technology,Mumbai,Starts Immediately,"₹ 7,00,000 - 16,00,000",4-6,4 days ago,True,500000,800000,4,6,False,False,4,False,675000,other
Digital Marketing Executive,Altx Convergence Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,1 week ago,True,200000,240000,0,2,False,False,7,False,220000,Digital Marketing Executive
Junior Social Media Marketing Associate,Media29,Noida,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,other
Graphic Designer,Zigsaw Consultancy,Bangalore,Starts Immediately,"₹ 5,00,000 - 6,00,000",2-4,3 weeks ago,True,500000,600000,2,4,False,False,21,False,550000,Graphic Designer
Graphic Designer,Zigsaw Consultancy,Mumbai,Starts Immediately,"₹ 5,00,000",2-3,3 weeks ago,True,500000,500000,2,3,False,False,21,False,500000,Graphic Designer
Client Service Executive,Urja Communications Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 weeks ago,True,200000,250000,0,2,False,False,21,False,225000,other
Business Operations Associate,Beknown,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,1 week ago,True,200000,250000,0,2,False,False,7,True,225000,other
Technical Sales Engineer,Voxelwerks 3D Solutions Private Limited,"Noida, Delhi",Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2,2 weeks ago,True,200000,400000,0,2,False,False,14,False,300000,other
Data Entry Manager,Sarkariexam360,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,2 weeks ago,True,200000,210000,0,2,False,False,14,False,205000,other
Manager - Real Estate Sales,Elegant Builders And Developers,Bangalore,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5,3 days ago,True,300000,600000,0,5,False,False,3,False,450000,other
Corporate Sales Associate,Success Insights India,Work from home,Starts Immediately,"₹ 2,16,000 - 3,50,000",0-2,Today,True,216000,350000,0,2,False,False,0,True,283000,other
Inside Sales - Marketing Executive,JossMin Valves And Automations Private Limited,Vasai,Starts Immediately,"₹ 2,00,000",0-2,3 weeks ago,True,200000,200000,0,2,False,False,21,False,200000,other
Shopify And Wordpress Developer,PP Design And Tech,Delhi,Starts Immediately,"₹ 2,00,000",0-2,3 weeks ago,True,200000,200000,0,2,False,False,21,False,200000,other
Tele Associate | Free Listed Seller Content Enrichment,IndiaMART InterMESH Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 2,25,000",0-2,1 week ago,True,200000,225000,0,2,False,False,7,True,212500,other
Sales Associate,WeMakeScholars,"Patna, Gwalior West, Gurgaon, Amritsar, Chandigarh, Kanpur, Hyderabad, Vadodra, Bilaspur, Lucknow, Pune, Bangalore",Starts Immediately,"₹ 3,50,000 - 3,90,000",0-2,3 weeks ago,True,350000,390000,0,2,False,False,21,False,370000,other
Content Writer,The Last Mile Education,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,True,250000,Content Writer
Corporate Sales Executive,Godrej Properties Limited,Pune,Starts Immediately,"₹ 5,00,000 - 10,00,000",0-5,Few hours ago,True,500000,800000,0,5,False,False,0,False,675000,Corporate Sales Executive
CRM Management,Stareye Media & Entertainment Private Limited,"Surat, Ahmedabad, Dehradun, Mohali, Noida",Starts Immediately,"₹ 2,40,000 - 4,80,000",0-2,3 weeks ago,True,240000,480000,0,2,False,False,21,False,360000,other
Digital Marketing Associate,HOUSINGERA SERVICES PRIVATE LIMITED,Indore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 days ago,True,200000,250000,0,2,False,False,3,False,225000,other
Marketing Planner,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2,2 weeks ago,True,200000,400000,0,2,False,False,14,False,300000,other
.NET Developer,The Rug Republic,"Delhi, Meerut, Modinagar, Noida, Gurgaon",Starts Immediately,"₹ 2,00,000 - 6,00,000",0-5,5 days ago,True,200000,600000,0,5,False,False,5,False,400000,other
Business Development Associate,Kemical Konnect,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,Business Development Associate
Executive Manager,Tasuvure,Delhi,Starts Immediately,"₹ 4,00,000 - 4,50,000",0-2,1 week ago,True,400000,450000,0,2,False,False,7,False,425000,other
Junior Social Media Marketing Specialist,AseemShakti Enablers,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 weeks ago,True,200000,250000,0,2,False,False,21,False,225000,other
Office Administrator/Purchase Coordinator,Blu Berry Company,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 days ago,True,200000,300000,0,2,False,False,3,False,250000,other
Junior Business Development Executive,Teqlawn Solutions,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 weeks ago,True,200000,300000,0,2,False,False,14,True,250000,other
Full Stack Developer,Ellix HR Consulting,Ernakulam,Starts Immediately,"₹ 5,00,000 - 7,50,000",4-6,1 week ago,True,500000,750000,4,6,False,False,7,False,625000,Full Stack Developer
French Language Trainer,ROBUST RESULTS PRIVATE LIMITED,Noida,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5,3 weeks ago,True,200000,500000,0,5,False,False,21,False,350000,other
Junior Talent Manager,Break The Code,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-1,3 days ago,True,200000,300000,0,1,False,False,3,False,250000,other
Design - Manufacturing Engineer,Primary Healthtech,"Delhi, Guwahati",Starts Immediately,"₹ 5,00,000 - 6,00,000",2-5,2 weeks ago,True,500000,600000,2,5,False,False,14,False,550000,other
Graduate Trainee - Research,APNC,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2,2 days ago,True,200000,220000,0,2,False,False,2,False,210000,other
Business Development Executive,Amnish HR Services,Work from home,Starts Immediately,"₹ 2,00,000",0-2,3 weeks ago,True,200000,200000,0,2,False,False,21,True,200000,Business Development Executive
Web Developer,HIKBE Media Group,Ahmedabad,Starts Immediately,"₹ 2,50,000 - 3,00,000",1-3,2 weeks ago,True,250000,300000,1,3,False,False,14,False,275000,other
Content Editor Job,Indigo 91.9 FM,Bangalore,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5,2 weeks ago,True,300000,600000,0,5,False,False,14,False,450000,other
Marketing Manager,Raksha Industries,Work from home,Starts Immediately,"₹ 2,00,000",0-2,1 week ago,True,200000,200000,0,2,False,False,7,True,200000,other
Talent Acquisition Specialist,Quick Digital Technologies Private Limited,Gurgaon,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5,2 days ago,True,300000,500000,0,5,False,False,2,False,400000,other
Business Development Manager,Webcodegenie Technology Private Limited,Ahmedabad,Starts Immediately,"₹ 6,00,000 - 18,00,000",7-10,2 weeks ago,True,500000,800000,7,10,False,False,14,False,675000,Business Development Manager
Associate PHP Developer,Metricoid Technology Solutions Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2,3 weeks ago,True,200000,220000,0,2,False,False,21,True,210000,other
Video Editor,Johnsons Suraj Films International,Delhi,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,2 weeks ago,True,240000,300000,0,2,False,False,14,False,270000,Video Editor
Back-Office Operator Executive,A1 Advance,"Vijayawada, Vizianagaram, Proddatur, Visakhapatnam, Ongole, Nandyala, Nellore, Kadapa, Madanapalle, Kurnool, Guntur, Anantapur, Tenali, Srikakulam, Rajamahendravaram",Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5,1 week ago,True,400000,500000,0,5,False,False,7,False,450000,other
Marketing Executive,MyFitSoul Technologies Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2,1 week ago,True,200000,216000,0,2,False,False,7,False,208000,Marketing Executive
